id,SuraID1,VerseID1,Text1,SuraID2,VerseID2,Text2,is_similar
4562,20,109,"On that Day intercession shall not avail save of him whom the Most Compassionate Lord permits, and whose word of intercession is pleasing to Him.",78,38,The Day when the Spirit and the angels are ranged row on row. None shall speak save he whom the Merciful Lord will permit; and he too will speak what is right.,1
4563,18,48,"They shall be brought before your Lord, all lined up, and shall be told: ""Now, indeed, you have come before Us in the manner We created you in the first instance, although you thought that We shall not appoint a tryst (with Us).""",78,38,The Day when the Spirit and the angels are ranged row on row. None shall speak save he whom the Merciful Lord will permit; and he too will speak what is right.,1
4564,22,1,"O mankind, fear the (wrath of) your Lord! Indeed, the earthquake of the Hour (of Judgement) will be an awesome thing.",27,87,The Day when the Trumpet will be blown all those who are in the heavens and on the earth shall be terror stricken - all except those whom Allah wills - and everyone shall come to Him utterly abject.,1
4565,37,18,Tell them: _Yes; and you are utterly helpless (against Allah).ù,27,87,The Day when the Trumpet will be blown all those who are in the heavens and on the earth shall be terror stricken - all except those whom Allah wills - and everyone shall come to Him utterly abject.,1
4566,7,113,"And the wizards came to Pharaoh, saying: Surely there will be a reward for us if we are victors.",40,52,"The day when their excuse availeth not the evil-doers, and theirs is the curse, and theirs the ill abode.",0
4567,12,34,"So his Lord heard his prayer and fended off their wiles from him. Lo! He is Hearer, Knower.",52,13,"The day when they are thrust with a (disdainful) thrust, into the fire of hell",0
4568,19,50,"And we gave them of Our mercy, and assigned to them a high and true renown.",70,43,"The day when they come forth from the graves in haste, as racing to a goal,",0
4569,7,77,"So they hamstrung the she-camel, and they flouted the commandment of their Lord, and they said: O Salih! Bring upon us that thou threatenest if thou art indeed of those sent (from Allah).",40,16,"The day when they come forth, nothing of them being hidden from Allah. Whose is the Sovereignty this day? It is Allah_s, the One, the Almighty.",0
4570,6,73,"And He it is Who has created the heavens and the earth in truth; and the very day He will say: ""Be!"" (resurrection) there will be. His word is the Truth and His will be the dominion on the day when the-Trumpet is blown. He knows all that lies beyond the reach of human perception as well as all that is visible to man; He is the All-Wise, the All-Aware.'",40,16,"the Day when they will emerge and nothing of them shall be hidden from Allah. (On that Day they will be asked): _Whose is the kingdom today?ù (The whole world will cry out): _It is Allah's, the One, the Overpowering.ù",1
4571,82,19,"It is the Day when no one shall have the power to do anything for another, and all command shall be Allah's.",40,16,"the Day when they will emerge and nothing of them shall be hidden from Allah. (On that Day they will be asked): _Whose is the kingdom today?ù (The whole world will cry out): _It is Allah's, the One, the Overpowering.ù",1
4572,1,4,The Master of the Day of Recompense.,40,16,"the Day when they will emerge and nothing of them shall be hidden from Allah. (On that Day they will be asked): _Whose is the kingdom today?ù (The whole world will cry out): _It is Allah's, the One, the Overpowering.ù",1
4573,25,26,"The real Kingdom on that Day will belong only to the Merciful, and it will be a very hard Day for the disbelievers.",40,16,"the Day when they will emerge and nothing of them shall be hidden from Allah. (On that Day they will be asked): _Whose is the kingdom today?ù (The whole world will cry out): _It is Allah's, the One, the Overpowering.ù",1
4574,11,81,"(The messengers) said: O Lot! Lo! we are messengers of thy Lord; they shall not reach thee. So travel with thy people in a part of the night, and let not one of you turn round - (all) save thy wife. Lo! that which smiteth them will smite her (also). Lo! their tryst is (for) the morning. Is not the morning nigh?",50,42,The day when they will hear the (Awful) Cry in truth. That is the day of coming forth (from the graves).,0
4575,22,1,"O mankind, fear the (wrath of) your Lord! Indeed, the earthquake of the Hour (of Judgement) will be an awesome thing.",40,33,"the day when you will turn around to retreat, there will be none to protect you from Allah. He whom Allah lets go astray, none will be able to show him the Right Way.",1
4576,82,1,"When the heaven is split asunder,",73,18,the Day whose severity shall cause the heaven to split asunder? Allah's promise is ever bound to be fulfilled.,1
4577,6,8,"They also say: 'Why has no angel been sent down to this Prophet?' Had We sent down an angel, the matter would surely have long been decided and no respite would have been granted them.",25,22,"The Day, when they will see the angels, will not be a day of rejoicing for the criminals; they will cry out, ""May Allah save us!""",1
